gene_id,Chr,Product,Name,wt_TPM,lim_TPM
BBFGCJEA_01986,ec_contig_16,Inner membrane protein YmfA,ymfA,2.65802,0.0810049
BBFGCJEA_01987,ec_contig_16,Inner membrane protein YcfZ,ycfZ,3.39297,0.37946
BBFGCJEA_01988,ec_contig_16,NAD-dependent protein deacylase,cobB,33.8579,1.38113
BBFGCJEA_01989,ec_contig_16,N-acetyl-D-glucosamine kinase,nagK,47.7468,5.29357
BBFGCJEA_01990,ec_contig_16,Lipoprotein-releasing system transmembrane protein LolE,lolE,38.7333,19.2709
BBFGCJEA_01991,ec_contig_16,Lipoprotein-releasing system ATP-binding protein LolD,lolD_1,19.7321,1.06622
BBFGCJEA_01992,ec_contig_16,Lipoprotein-releasing system transmembrane protein LolC,lolC,57.6754,3.337
BBFGCJEA_01993,ec_contig_16,Inner membrane protein YcfT,ycfT,2.19532,0.209074
BBFGCJEA_01994,ec_contig_16,Transcription-repair-coupling factor,mfd,30.2381,3.04106
BBFGCJEA_01995,ec_contig_16,putative L%2CD-transpeptidase YcfS,ycfS,7.67504,3.39157
BBFGCJEA_01996,ec_contig_16,Multiple stress resistance protein BhsA,bhsA_1,22.6563,274.3
BBFGCJEA_01997,ec_contig_16,HTH-type transcriptional repressor ComR,comR,10.2334,3.17246
BBFGCJEA_01998,ec_contig_16,hypothetical protein,,15.5548,8.52442
BBFGCJEA_01999,ec_contig_16,Type II NADH:quinone oxidoreductase,ndh,30.1497,1.20446
BBFGCJEA_02000,ec_contig_16,hypothetical protein,,51.6532,13.3707
BBFGCJEA_02001,ec_contig_16,Beta-hexosaminidase,nagZ,53.1897,13.1678
BBFGCJEA_02002,ec_contig_16,Thiamine kinase,thiK,15.778,2.13205
BBFGCJEA_02003,ec_contig_16,Penicillin-binding protein activator LpoB,lpoB,26.8172,3.32272
BBFGCJEA_02004,ec_contig_16,hypothetical protein,,70.3667,4.05925
BBFGCJEA_02005,ec_contig_16,Purine nucleoside phosphoramidase,hinT,64.2657,12.0589
BBFGCJEA_02006,ec_contig_16,Hydroxamate siderophore receptor FhuE,fhuE,6.70638,2.28989
BBFGCJEA_02007,ec_contig_16,PTS system glucose-specific EIICB component,ptsG,536.675,10.674
BBFGCJEA_02008,ec_contig_16,putative metal-dependent hydrolase YcfH,ycfH,19.9743,4.45527
BBFGCJEA_02009,ec_contig_16,DNA polymerase III subunit delta',holB,19.1105,1.34057
BBFGCJEA_02010,ec_contig_16,Thymidylate kinase,tmk_1,10.329,1.16587
BBFGCJEA_02011,ec_contig_16,Endolytic murein transglycosylase,mltG,16.9736,2.48764
BBFGCJEA_02012,ec_contig_16,Aminodeoxychorismate lyase,pabC,20.77,2.17153
BBFGCJEA_02013,ec_contig_16,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,246.412,37.2435
BBFGCJEA_02014,ec_contig_16,Acyl carrier protein,acpP,2006.88,108.009
BBFGCJEA_02015,ec_contig_16,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG,921.623,42.8215
BBFGCJEA_02016,ec_contig_16,Malonyl CoA-acyl carrier protein transacylase,fabD,132.44,7.48485
BBFGCJEA_02017,ec_contig_16,Beta-ketoacyl-[acyl-carrier-protein] synthase III,fabH,82.3305,5.80586
BBFGCJEA_02018,ec_contig_16,Phosphate acyltransferase,plsX,215.143,7.69337
BBFGCJEA_02019,ec_contig_16,Large ribosomal subunit protein bL32,rpmF,1170.14,38.0695
BBFGCJEA_02020,ec_contig_16,Large ribosomal RNA subunit accumulation protein YceD,yceD,1974.08,69.6149
BBFGCJEA_02021,ec_contig_16,7-methyl-GTP pyrophosphatase,yceF,44.2397,16.0133
BBFGCJEA_02022,ec_contig_16,Ribosomal large subunit pseudouridine synthase C,rluC,40.6266,1.32544
BBFGCJEA_02023,ec_contig_16,Ribonuclease E,rne,54.8016,5.37989
BBFGCJEA_02024,ec_contig_16,Flagellar hook-associated protein 3,flgL,3.78442,2.3145
BBFGCJEA_02025,ec_contig_16,Flagellar hook-associated protein 1,flgK,1.53874,0.842274
BBFGCJEA_02026,ec_contig_16,Peptidoglycan hydrolase FlgJ,flgJ,1.2254,0.317828
BBFGCJEA_02027,ec_contig_16,Flagellar P-ring protein,flgI,0.939459,0.136336
BBFGCJEA_02028,ec_contig_16,Flagellar L-ring protein,flgH,1.08922,0.428318
BBFGCJEA_02029,ec_contig_16,Flagellar basal-body rod protein FlgG,flgG,1.53697,0.286776
BBFGCJEA_02030,ec_contig_16,Flagellar basal-body rod protein FlgF,flgF,0.844661,0.198012
BBFGCJEA_02031,ec_contig_16,Flagellar hook protein FlgE,flgE,1.64547,0.278593
BBFGCJEA_02032,ec_contig_16,Basal-body rod modification protein FlgD,flgD,1.65852,0.0537705
BBFGCJEA_02033,ec_contig_16,Flagellar basal-body rod protein FlgC,flgC,2.0012,0.0924056
BBFGCJEA_02034,ec_contig_16,Flagellar basal body rod protein FlgB,flgB,4.06391,0.0897465
BBFGCJEA_02035,ec_contig_16,Flagella basal body P-ring formation protein FlgA,flgA,2.82814,0.453628
BBFGCJEA_02036,ec_contig_16,Negative regulator of flagellin synthesis,flgM,10.6093,13.7477
BBFGCJEA_02037,ec_contig_16,Flagella synthesis protein FlgN,flgN,12.3095,5.29504
BBFGCJEA_02038,ec_contig_16,Lipid II flippase MurJ,murJ,23.1211,3.21615
BBFGCJEA_02039,ec_contig_16,Putative oxidoreductase YceM,yceM,41.412,8.2625
BBFGCJEA_02040,ec_contig_16,hypothetical protein,,52.304,8.72078
BBFGCJEA_02041,ec_contig_16,[Ribosomal protein uS5]-alanine N-acetyltransferase,rimJ,43.1167,7.93267
BBFGCJEA_02042,ec_contig_16,Multidrug resistance protein MdtH,mdtH,2.33616,1.23819
BBFGCJEA_02043,ec_contig_16,Glutaredoxin 2,grxB,101.803,8.43201
BBFGCJEA_02044,ec_contig_16,putative lipoprotein YceB,yceB,15.5416,2.20143
BBFGCJEA_02045,ec_contig_16,Dihydroorotase,pyrC,117.03,3.64592
BBFGCJEA_02046,ec_contig_16,DNA damage-inducible protein I,dinI,358.718,58.8748
BBFGCJEA_02047,ec_contig_16,Biofilm regulator BssS,bssS,44.6898,25.8301
BBFGCJEA_02048,ec_contig_16,N-methyl-L-tryptophan oxidase,solA,54.322,5.15044
BBFGCJEA_02050,ec_contig_16,Cytochrome b561 ,yceJ,10.6557,4.15825
BBFGCJEA_02051,ec_contig_16,Protein YceI,yceI,55.9852,6.49727
BBFGCJEA_02052,ec_contig_16,tRNA uridine(34) hydroxylase,trhO,40.1639,1.06622
BBFGCJEA_02053,ec_contig_16,Lipid A biosynthesis lauroyltransferase,lpxL,18.0534,1.99109
BBFGCJEA_02054,ec_contig_16,Staphyloferrin B transporter,sbnD,1.68138,0.671014
BBFGCJEA_02055,ec_contig_16,Acidic protein MsyB,msyB,14.2121,28.8416
BBFGCJEA_02056,ec_contig_16,hypothetical protein,,17.2352,11.8182
BBFGCJEA_02057,ec_contig_16,Glucans biosynthesis glucosyltransferase H,mdoH,62.8462,3.91511
BBFGCJEA_02058,ec_contig_16,Glucans biosynthesis protein G,mdoG,34.2829,2.88837
BBFGCJEA_02059,ec_contig_16,Glucans biosynthesis protein C,mdoC,9.52289,1.42199
BBFGCJEA_02060,ec_contig_16,Cardiolipin synthase C,clsC,6.77807,2.72728
BBFGCJEA_02061,ec_contig_16,O-acetyl-ADP-ribose deacetylase,ymdB,15.7295,7.98945
BBFGCJEA_02062,ec_contig_16,putative protein YmdA,ymdA,5.74644,1.4394
BBFGCJEA_02063,ec_contig_16,Curli assembly protein CsgC,csgC,2.13887,0.899082
BBFGCJEA_02064,ec_contig_16,Major curlin subunit,csgA,1.45422,1.06692
BBFGCJEA_02065,ec_contig_16,Minor curlin subunit,csgB,0.861759,0.164142
BBFGCJEA_02066,ec_contig_16,CsgBAC operon transcriptional regulatory protein,csgD,5.84765,3.90914
BBFGCJEA_02067,ec_contig_16,Curli production assembly/transport component CsgE,csgE,5.16393,3.55051
BBFGCJEA_02068,ec_contig_16,Curli production assembly/transport component CsgF,csgF,4.47619,11.0388
BBFGCJEA_02069,ec_contig_16,Curli production assembly/transport component CsgG,csgG,15.6372,3.58986
BBFGCJEA_02070,ec_contig_16,Inner membrane protein YcdZ,ycdZ,28.4653,9.03345
BBFGCJEA_02071,ec_contig_16,Chaperone protein YcdY,ycdY,91.0716,28.7931
BBFGCJEA_02072,ec_contig_16,putative phosphatase YcdX,ycdX,35.8085,3.9047
BBFGCJEA_02073,ec_contig_16,Glyoxylate/hydroxypyruvate reductase A,ghrA,20.5845,2.43118
BBFGCJEA_02074,ec_contig_16,,,1123.35,2104.26
BBFGCJEA_02075,ec_contig_16,hypothetical protein,,2.4386,0.417089
BBFGCJEA_02076,ec_contig_16,hypothetical protein,,0.379014,0.346521
BBFGCJEA_02077,ec_contig_16,IS3 family transposase ISEc17,,3.43842,1.24748
BBFGCJEA_02078,ec_contig_16,IS3 family transposase IS3,,4.24916,1.42445
BBFGCJEA_02079,ec_contig_16,putative diguanylate cyclase DgcT,dgcT,28.4095,4.59886
BBFGCJEA_02080,ec_contig_16,Poly-beta-1%2C6-N-acetyl-D-glucosamine export protein,pgaA,1.56034,0.524928
BBFGCJEA_02081,ec_contig_16,Poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase,pgaB,1.3016,0.296577
BBFGCJEA_02082,ec_contig_16,Poly-beta-1%2C6-N-acetyl-D-glucosamine synthase,pgaC,1.22245,0.197564
BBFGCJEA_02083,ec_contig_16,Biofilm PGA synthesis protein PgaD,pgaD,4.6866,1.44635
BBFGCJEA_02084,ec_contig_16,Protein PhoH,phoH,35.7217,17.4647
BBFGCJEA_02085,ec_contig_16,Deferrochelatase,efeB,15.5046,0.706118
BBFGCJEA_02086,ec_contig_16,Iron uptake system component EfeO,efeO,22.3175,0.331775
BBFGCJEA_02087,ec_contig_16,Ferrous iron permease EfeU,efeU_1,25.6858,1.29945
BBFGCJEA_02088,ec_contig_16,Ferrous iron permease EfeU,efeU_2,73.4592,8.76605
BBFGCJEA_02089,ec_contig_16,Sodium/proline symporter,putP,25.7808,2.28167
BBFGCJEA_02090,ec_contig_16,Bifunctional protein PutA,putA,8.30446,1.38818
BBFGCJEA_02091,ec_contig_16,HTH-type transcriptional regulator RutR,rutR,17.5649,3.51402
BBFGCJEA_02092,ec_contig_16,Pyrimidine monooxygenase RutA,rutA,1.16953,185.751
BBFGCJEA_02093,ec_contig_16,Ureidoacrylate amidohydrolase RutB,rutB,1.02334,110.606
BBFGCJEA_02094,ec_contig_16,3-aminoacrylate deaminase RutC,rutC,0.951943,70.787
BBFGCJEA_02095,ec_contig_16,Putative carbamate hydrolase RutD,rutD,0.858532,57.4213
BBFGCJEA_02096,ec_contig_16,putative malonic semialdehyde reductase RutE,rutE,0.914252,95.3021
BBFGCJEA_02097,ec_contig_16,FMN reductase (NADH) RutF,rutF,2.67929,116.431
BBFGCJEA_02098,ec_contig_16,Putative pyrimidine permease RutG,rutG,1.27513,17.5998
BBFGCJEA_02099,ec_contig_16,Putative virulence-regulating protein,,21.596,124.748
BBFGCJEA_02100,ec_contig_16,NAD(P)H dehydrogenase (quinone),,13.0411,20.3733
BBFGCJEA_02101,ec_contig_16,putative protein YccJ,yccJ,181.939,111.288
BBFGCJEA_02102,ec_contig_16,Glucose-1-phosphatase,agp,14.7321,3.07349
BBFGCJEA_02103,ec_contig_16,hypothetical protein,,1.44586,0.506136
BBFGCJEA_02104,ec_contig_16,Curved DNA-binding protein,cbpA,23.0401,9.50845
BBFGCJEA_02105,ec_contig_16,Chaperone modulatory protein CbpM,cbpM,34.1113,9.90643
BBFGCJEA_02106,ec_contig_16,Chaperone protein TorD,torD,2.49695,0.249495
BBFGCJEA_02107,ec_contig_16,Trimethylamine-N-oxide reductase 1,torA,0.665351,0.191015
BBFGCJEA_02108,ec_contig_16,Cytochrome c-type protein TorC,torC,1.80066,0.223333
BBFGCJEA_02109,ec_contig_16,TorCAD operon transcriptional regulatory protein TorR,torR,7.61967,1.02606
BBFGCJEA_02110,ec_contig_16,Periplasmic protein TorT,torT,1.83783,0.436435
BBFGCJEA_02111,ec_contig_16,Sensor protein TorS,torS,5.28498,0.790068
BBFGCJEA_02112,ec_contig_16,Putative electron transport protein YccM,yccM,2.72128,0.557531
BBFGCJEA_02113,ec_contig_16,Protein GnsA,gnsA_2,15.2442,1.29049
BBFGCJEA_02114,ec_contig_16,Cold shock-like protein CspG,cspG_2,18.7948,3.68972
BBFGCJEA_02115,ec_contig_16,IS1 family transposase IS1D,,27.6139,3.76223
BBFGCJEA_02116,ec_contig_16,IS1 family transposase IS1D,,9.61049,1.76274
BBFGCJEA_02117,ec_contig_16,Threonine-rich inner membrane protein GfcA,gfcA,4.25388,0.366905
BBFGCJEA_02118,ec_contig_16,putative lipoprotein GfcB,gfcB_2,3.00814,0.406155
BBFGCJEA_02119,ec_contig_16,hypothetical protein,,0.953473,0.200398
BBFGCJEA_02120,ec_contig_16,hypothetical protein,,2.9163,0.696017
BBFGCJEA_02121,ec_contig_16,Putative polysaccharide export protein Wza,wza_2,2.26212,0.492425
BBFGCJEA_02122,ec_contig_16,Low molecular weight protein-tyrosine-phosphatase Etp,etp,2.4725,0.334893
BBFGCJEA_02123,ec_contig_16,Tyrosine-protein kinase etk,etk,44.0078,85.6589
BBFGCJEA_02124,ec_contig_16,Phytase AppA,appA,2.7226,1.03716
BBFGCJEA_02125,ec_contig_16,Putative cytochrome bd-II ubiquinol oxidase subunit AppX,appX,28.5215,20.9254
BBFGCJEA_02126,ec_contig_16,Cytochrome bd-II ubiquinol oxidase subunit 2,appB,4.98979,1.81032
BBFGCJEA_02127,ec_contig_16,Cytochrome bd-II ubiquinol oxidase subunit 1,appC,1.58965,0.436011
BBFGCJEA_02128,ec_contig_16,hypothetical protein,,1.40262,0.21809
BBFGCJEA_02129,ec_contig_16,Hydrogenase-1 operon protein HyaE,hyaE,1.04642,0.375181
BBFGCJEA_02130,ec_contig_16,Hydrogenase 1 maturation protease,hyaD,1.29484,0.318234
BBFGCJEA_02131,ec_contig_16,putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit,hyaC,0.763168,0.105718
BBFGCJEA_02132,ec_contig_16,Hydrogenase-1 large chain,hyaB,0.451775,0.187747
BBFGCJEA_02133,ec_contig_16,Hydrogenase-1 small chain,hyaA,1.07547,0.568555
BBFGCJEA_02134,ec_contig_16,,,2348.56,1513.13
BBFGCJEA_02135,ec_contig_16,Modulator of FtsH protease YccA,yccA,203.663,53.2445
BBFGCJEA_02136,ec_contig_16,Sulfurtransferase TusE,tusE,92.6587,26.3104
BBFGCJEA_02137,ec_contig_16,Acylphosphatase,yccX,22.0073,17.8402
BBFGCJEA_02138,ec_contig_16,Ribosomal RNA large subunit methyltransferase I,rlmI,49.9557,4.07339
BBFGCJEA_02139,ec_contig_16,Heat shock protein HspQ,hspQ,76.6925,35.659
BBFGCJEA_02140,ec_contig_16,putative protein YccU,yccU,13.5852,6.23738
BBFGCJEA_02141,ec_contig_16,hypothetical protein,,2.00037,0.620916
BBFGCJEA_02142,ec_contig_16,Methylglyoxal synthase,mgsA,113.597,10.1918
BBFGCJEA_02143,ec_contig_16,DNA helicase IV,helD,20.5684,2.07609
BBFGCJEA_02144,ec_contig_16,Inner membrane protein YccF,yccF,22.4173,0.920955
BBFGCJEA_02145,ec_contig_16,Inner membrane protein YccS,yccS,19.5754,1.60909
BBFGCJEA_02146,ec_contig_16,Protein Sxy,sxy,4.05437,0.712843
BBFGCJEA_02147,ec_contig_16,Cell division inhibitor SulA,sulA,16.4697,6.97119
BBFGCJEA_02148,ec_contig_16,Outer membrane protein A,ompA,1425.08,113.891
BBFGCJEA_02149,ec_contig_16,Macrodomain Ter protein,matP,36.8131,3.80026
BBFGCJEA_02150,ec_contig_16,Lon protease,lon_1,28.4652,3.91032
BBFGCJEA_02151,ec_contig_16,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,fabA,558.067,45.6015
BBFGCJEA_02152,ec_contig_16,Ribosome modulation factor,rmf,349.543,468.472
BBFGCJEA_02153,ec_contig_16,Intermembrane transport lipoprotein PqiC,pqiC,19.2475,4.84392
BBFGCJEA_02154,ec_contig_16,Intermembrane transport protein PqiB,pqiB,18.0347,2.44022
BBFGCJEA_02155,ec_contig_16,Intermembrane transport protein PqiA,pqiA,19.3308,4.71534
BBFGCJEA_02156,ec_contig_16,ATP-binding protein Uup,uup,34.8836,4.72707
BBFGCJEA_02157,ec_contig_16,Ribosomal RNA large subunit methyltransferase K/L,rlmL,34.4238,2.04068
BBFGCJEA_02158,ec_contig_16,putative protein YcbX,ycbX,21.6395,2.42752
BBFGCJEA_02159,ec_contig_16,Cell division protein ZapC,zapC,26.1432,1.58519
BBFGCJEA_02160,ec_contig_16,Dihydroorotate dehydrogenase (quinone),pyrD,66.9027,0.999461
BBFGCJEA_02161,ec_contig_16,putative fimbrial chaperone YcbF,ycbF,8.32909,1.30171
BBFGCJEA_02162,ec_contig_16,putative fimbrial-like protein YcbV,ycbV,2.96115,0.464486
BBFGCJEA_02163,ec_contig_16,putative fimbrial-like protein YcbU,ycbU,3.79936,0.275685
BBFGCJEA_02164,ec_contig_16,putative fimbrial-like protein ElfG,elfG,3.69205,0.908526
BBFGCJEA_02165,ec_contig_16,putative outer membrane usher protein ElfC,elfC,1.92629,0.575537
BBFGCJEA_02166,ec_contig_16,putative fimbrial chaperone protein ElfD,elfD,1.15454,0.373177
BBFGCJEA_02167,ec_contig_16,Fimbrial subunit ElfA,elfA,4.18432,0.485129
BBFGCJEA_02168,ec_contig_16,FMN reductase (NADPH),ssuE,2.60099,0.779672
BBFGCJEA_02169,ec_contig_16,Putative aliphatic sulfonates-binding protein,ssuA,1.45826,0.506787
BBFGCJEA_02170,ec_contig_16,Alkanesulfonate monooxygenase,ssuD,1.3073,0.261251
BBFGCJEA_02171,ec_contig_16,Putative aliphatic sulfonates transport permease protein SsuC,ssuC_1,0.465154,0.0945057
BBFGCJEA_02172,ec_contig_16,Aliphatic sulfonates import ATP-binding protein SsuB,ssuB,1.79084,0.487295
BBFGCJEA_02173,ec_contig_16,Aminopeptidase N,pepN,41.3001,4.05322
BBFGCJEA_02174,ec_contig_16,Nicotinate phosphoribosyltransferase,pncB,67.1678,12.9103
BBFGCJEA_02175,ec_contig_16,Asparagine--tRNA ligase,asnS,270.687,11.5665
BBFGCJEA_02176,ec_contig_16,Outer membrane porin F,ompF,1440.95,20.1383
BBFGCJEA_02177,ec_contig_16,Aspartate aminotransferase,aspC,147.567,9.26966
BBFGCJEA_02178,ec_contig_16,Hydroxyacylglutathione hydrolase GloC,gloC,92.2142,12.4748
BBFGCJEA_02179,ec_contig_16,Peptidoglycan L%2CD-endopeptidase MepK,mepK,94.0354,17.5192
BBFGCJEA_02180,ec_contig_16,putative L%2CD-transpeptidase YcbB,ycbB,14.5527,5.99436
BBFGCJEA_02181,ec_contig_16,Chromosome partition protein MukB,mukB,44.0332,3.66609
BBFGCJEA_02182,ec_contig_16,Chromosome partition protein MukE,mukE,37.1363,2.44187
BBFGCJEA_02183,ec_contig_16,Chromosome partition protein MukF,mukF,38.5202,3.96024
BBFGCJEA_02184,ec_contig_16,tRNA 5-carboxymethoxyuridine methyltransferase,cmoM,22.7791,3.66625
BBFGCJEA_02185,ec_contig_16,hypothetical protein,,5.82516,1.05556
BBFGCJEA_02186,ec_contig_16,hypothetical protein,,5.85158,2.721
BBFGCJEA_02187,ec_contig_16,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,57.7344,3.15626
BBFGCJEA_02188,ec_contig_16,hypothetical protein,,42.5441,6.95314
BBFGCJEA_02189,ec_contig_16,Interstrand DNA cross-link repair glycosylase,ycaQ,10.8359,0.789157
BBFGCJEA_02190,ec_contig_16,Tetraacyldisaccharide 4'-kinase,lpxK,24.7841,1.78211
BBFGCJEA_02191,ec_contig_16,ATP-dependent lipid A-core flippase,msbA,59.1746,3.93714
BBFGCJEA_02192,ec_contig_16,hypothetical protein,,3.70842,0.710483
BBFGCJEA_02193,ec_contig_16,Integration host factor subunit beta,ihfB,96.517,18.5152
BBFGCJEA_02194,ec_contig_16,Small ribosomal subunit protein bS1,rpsA,979.618,30.6951
BBFGCJEA_02195,ec_contig_16,Cytidylate kinase,cmk,283.016,19.9158
BBFGCJEA_02196,ec_contig_16,Metalloprotease YcaL,ycaL,5.81096,0.929492
BBFGCJEA_02197,ec_contig_16,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,70.18,4.51773
BBFGCJEA_02198,ec_contig_16,Phosphoserine aminotransferase,serC,641.18,22.7845
BBFGCJEA_02199,ec_contig_16,hypothetical protein,,16.0899,2.32214
BBFGCJEA_02200,ec_contig_16,Ribosomal protein S12 methylthiotransferase accessory factor YcaO,ycaO,47.1817,1.21135
BBFGCJEA_02201,ec_contig_16,Formate channel FocA,focA,53.0419,16.5749
BBFGCJEA_02202,ec_contig_16,Formate acetyltransferase 1,pflB,172.706,30.4902
BBFGCJEA_02203,ec_contig_16,Pyruvate formate-lyase 1-activating enzyme,pflA,31.0896,8.63637
BBFGCJEA_02204,ec_contig_16,FMN dependent NADH:quinone oxidoreductase,azoR_2,5.94264,0.253295
BBFGCJEA_02205,ec_contig_16,HTH-type transcriptional regulator PgrR,pgrR_2,12.7799,4.24059
BBFGCJEA_02206,ec_contig_16,Inner membrane transporter YcaM,ycaM,2.16253,0.679966
BBFGCJEA_02207,ec_contig_16,putative MFS-type transporter YcaD,ycaD,8.91347,9.34793
BBFGCJEA_02208,ec_contig_16,putative hydrolase YcaC,ycaC,22.2491,3.16346
BBFGCJEA_02209,ec_contig_16,Anaerobic dimethyl sulfoxide reductase chain C,dmsC_2,4.54817,1.16951
BBFGCJEA_02210,ec_contig_16,Anaerobic dimethyl sulfoxide reductase chain B,dmsB_2,2.42422,0.605571
BBFGCJEA_02211,ec_contig_16,Dimethyl sulfoxide reductase DmsA,dmsA,2.26014,0.459194
BBFGCJEA_02212,ec_contig_16,Serine--tRNA ligase,serS,89.9779,7.67009
BBFGCJEA_02213,ec_contig_16,Replication-associated recombination protein A,rarA,30.5357,2.84024
BBFGCJEA_02214,ec_contig_16,Outer-membrane lipoprotein carrier protein,lolA,25.3226,3.24099
BBFGCJEA_02215,ec_contig_16,DNA translocase FtsK,ftsK,45.8456,5.47764
BBFGCJEA_02216,ec_contig_16,Leucine-responsive regulatory protein,lrp,691.058,34.6269
BBFGCJEA_02217,ec_contig_16,Thioredoxin reductase,trxB,186.159,10.189
BBFGCJEA_02218,ec_contig_16,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,cydD,16.8043,1.16488
BBFGCJEA_02219,ec_contig_16,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,cydC,16.0026,1.04319
BBFGCJEA_02220,ec_contig_16,Leucyl/phenylalanyl-tRNA--protein transferase,aat,14.3877,3.55663
BBFGCJEA_02221,ec_contig_16,Translation initiation factor IF-1,infA,695.871,26.1457
BBFGCJEA_02222,ec_contig_16,,,1030.13,2170.61
BBFGCJEA_02223,ec_contig_16,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA,151.104,70.6903
BBFGCJEA_02224,ec_contig_16,ATP-dependent Clp protease adapter protein ClpS,clpS,259.832,100.498
BBFGCJEA_02225,ec_contig_16,Cold shock-like protein CspD,cspD,201.175,67.53
BBFGCJEA_02226,ec_contig_16,Macrolide export ATP-binding/permease protein MacB,macB,6.28195,1.34551
BBFGCJEA_02227,ec_contig_16,Macrolide export protein MacA,macA,4.77558,1.91145
BBFGCJEA_02228,ec_contig_16,hypothetical protein,,127.747,6.25622
BBFGCJEA_02229,ec_contig_16,hypothetical protein,,18.8901,1.15047
BBFGCJEA_02230,ec_contig_16,Aquaporin Z,aqpZ,2.61128,4.03279
BBFGCJEA_02231,ec_contig_16,Lysine exporter LysO,lysO,18.0381,0.790068
BBFGCJEA_02232,ec_contig_16,Hydroxylamine reductase,hcp,0.445738,0.0905609
BBFGCJEA_02233,ec_contig_16,NADH oxidoreductase HCR,hcr,0.887105,0.463459
BBFGCJEA_02234,ec_contig_16,Pyruvate dehydrogenase [ubiquinone],poxB,16.7735,12.2788
BBFGCJEA_02235,ec_contig_16,Low specificity L-threonine aldolase,ltaE,51.2773,8.5157
BBFGCJEA_02236,ec_contig_16,hypothetical protein,,13.696,0.863034
BBFGCJEA_02237,ec_contig_16,3-beta-hydroxysteroid dehydrogenase,,21.2661,0.959597
BBFGCJEA_02238,ec_contig_16,N-acetylmuramoyl-L-alanine amidase AmiD,amiD,23.2893,5.31416
BBFGCJEA_02239,ec_contig_16,hypothetical protein,,49.4235,20.7913
BBFGCJEA_02240,ec_contig_16,putative lipoprotein YbjP,ybjP,34.9839,6.89013
BBFGCJEA_02241,ec_contig_16,Arginine transport ATP-binding protein ArtP,artP,60.7434,4.10692
BBFGCJEA_02242,ec_contig_16,Putative ABC transporter arginine-binding protein 2,artI,58.4478,3.01644
BBFGCJEA_02243,ec_contig_16,Arginine ABC transporter permease protein ArtQ,artQ,41.9269,2.3488
BBFGCJEA_02244,ec_contig_16,Arginine ABC transporter permease protein ArtM,artM,31.4252,1.06287
BBFGCJEA_02245,ec_contig_16,ABC transporter arginine-binding protein 1,artJ,170.042,1.58491
BBFGCJEA_02246,ec_contig_16,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,rlmC,14.8928,0.199065
BBFGCJEA_02247,ec_contig_16,Inner membrane protein YbjO,ybjO,16.5241,1.53065
BBFGCJEA_02248,ec_contig_16,Putrescine transport system permease protein PotI,potI,15.8509,1.72523
BBFGCJEA_02249,ec_contig_16,Putrescine transport system permease protein PotH,potH,14.6743,1.09841
BBFGCJEA_02250,ec_contig_16,Putrescine transport ATP-binding protein PotG,potG,20.5967,3.56422
BBFGCJEA_02251,ec_contig_16,Putrescine-binding periplasmic protein PotF,potF,27.1861,7.06118
BBFGCJEA_02252,ec_contig_16,putative protein YbjN,ybjN,49.3262,2.74602
BBFGCJEA_02253,ec_contig_16,Ribosomal protein bS6--L-glutamate ligase,rimK,28.3407,4.43455
BBFGCJEA_02254,ec_contig_16,Oxygen-insensitive NADPH nitroreductase,nfsA,16.6112,0.879962
BBFGCJEA_02255,ec_contig_16,hypothetical protein,,224.282,8.96623
BBFGCJEA_02256,ec_contig_16,Glutaredoxin 1,grxA,38.0777,77.6046
BBFGCJEA_02257,ec_contig_16,Inner membrane protein YbjM,ybjM,4.41823,2.87117
BBFGCJEA_02258,ec_contig_16,Aspartate/alanine antiporter,aspT_2,21.3554,3.7957
BBFGCJEA_02259,ec_contig_16,HTH-type transcriptional regulator RcdA,rcdA,6.54022,0.975679
BBFGCJEA_02260,ec_contig_16,Inner membrane protein YbjJ,ybjJ,6.72791,1.22757
BBFGCJEA_02261,ec_contig_16,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,ybjI,13.9656,1.14658
BBFGCJEA_02262,ec_contig_16,hypothetical protein,,17.4298,2.54861
BBFGCJEA_02263,ec_contig_16,Multidrug transporter MdfA,mdfA,10.9555,1.45691
BBFGCJEA_02264,ec_contig_16,Putative undecaprenyl-diphosphatase YbjG,ybjG,53.9336,1.50449
BBFGCJEA_02265,ec_contig_16,Deoxyribose operon repressor,deoR_1,31.7761,4.58558
BBFGCJEA_02266,ec_contig_16,D-alanyl-D-alanine carboxypeptidase DacC,dacC,45.3842,6.22182
BBFGCJEA_02267,ec_contig_16,Glutathione S-transferase GstB,gstB_2,37.2515,2.80533
BBFGCJEA_02268,ec_contig_16,Aldose sugar dehydrogenase YliI,yliI,10.9376,3.95705
BBFGCJEA_02269,ec_contig_16,hypothetical protein,,9.14609,153.595
