gene_id,Chr,Product,Name,wt_TPM,lim_TPM
BBFGCJEA_01217,ec_contig_16,Protein phosphatase CheZ,cheZ,3.19853,0.928354
BBFGCJEA_01218,ec_contig_16,Flagellar biosynthetic protein FlhB,flhB,1.62452,0.195427
BBFGCJEA_01219,ec_contig_16,Flagellar biosynthesis protein FlhA,flhA_1,1.29948,0.360022
BBFGCJEA_01220,ec_contig_16,Flagellar protein FlhE,flhE,1.62484,0.285681
BBFGCJEA_01221,ec_contig_16,hypothetical protein,,4.5705,0.994919
BBFGCJEA_01222,ec_contig_16,Arginine--tRNA ligase,argS,47.1657,3.69063
BBFGCJEA_01223,ec_contig_16,Protein YecM,yecM,33.5265,5.28032
BBFGCJEA_01224,ec_contig_16,PF03932 family protein CutC,cutC,85.8783,58.967
BBFGCJEA_01225,ec_contig_16,Cytochrome c-type protein TorY,torY,3.61375,0.713814
BBFGCJEA_01226,ec_contig_16,Trimethylamine-N-oxide reductase 2,torZ,1.95066,0.523632
BBFGCJEA_01227,ec_contig_16,tRNA U34 carboxymethyltransferase,cmoB,16.6261,1.54009
BBFGCJEA_01228,ec_contig_16,Carboxy-S-adenosyl-L-methionine synthase,cmoA,17.6609,2.41447
BBFGCJEA_01229,ec_contig_16,Inner membrane protein YecN,yecN,46.9496,13.7978
BBFGCJEA_01230,ec_contig_16,hypothetical protein,,16.7633,8.04233
BBFGCJEA_01231,ec_contig_16,Isochorismatase family protein YecD,yecD,53.9717,20.3952
BBFGCJEA_01232,ec_contig_16,Aspartate--tRNA ligase,aspS,43.9257,2.9551
BBFGCJEA_01233,ec_contig_16,Dihydroneopterin triphosphate diphosphatase,nudB,193.447,17.6848
BBFGCJEA_01234,ec_contig_16,putative transcriptional regulatory protein YebC,yebC,122.502,5.65657
BBFGCJEA_01235,ec_contig_16,Crossover junction endodeoxyribonuclease RuvC,ruvC,144.82,5.80721
BBFGCJEA_01236,ec_contig_16,hypothetical protein,,9.32715,1.3654
BBFGCJEA_01237,ec_contig_16,Holliday junction branch migration complex subunit RuvA,ruvA,23.1556,5.44242
BBFGCJEA_01238,ec_contig_16,Holliday junction branch migration complex subunit RuvB,ruvB,24.8517,4.03486
BBFGCJEA_01239,ec_contig_16,High-affinity zinc uptake system membrane protein ZnuB,znuB,12.905,1.61886
BBFGCJEA_01240,ec_contig_16,Zinc import ATP-binding protein ZnuC,znuC,14.0019,1.73261
BBFGCJEA_01241,ec_contig_16,High-affinity zinc uptake system protein ZnuA,znuA,88.0632,10.8064
BBFGCJEA_01242,ec_contig_16,Murein DD-endopeptidase MepM,mepM,25.0428,3.93195
BBFGCJEA_01243,ec_contig_16,Lipid A biosynthesis myristoyltransferase,lpxM,34.4398,7.27694
BBFGCJEA_01244,ec_contig_16,Pyruvate kinase II,pykA,70.838,3.65684
BBFGCJEA_01245,ec_contig_16,HTH-type transcriptional regulator HexR,hexR,30.8272,3.87148
BBFGCJEA_01246,ec_contig_16,hypothetical protein,,91.5274,18.2131
BBFGCJEA_01247,ec_contig_16,Glucose-6-phosphate 1-dehydrogenase,zwf,72.732,10.5985
BBFGCJEA_01248,ec_contig_16,Phosphogluconate dehydratase,edd,4.44576,0.392418
BBFGCJEA_01249,ec_contig_16,KHG/KDPG aldolase,eda,75.0959,6.00421
BBFGCJEA_01250,ec_contig_16,Formate-dependent phosphoribosylglycinamide formyltransferase,purT,69.5766,0.857044
BBFGCJEA_01251,ec_contig_16,hypothetical protein,,39.752,5.40144
BBFGCJEA_01252,ec_contig_16,Protein YebF,yebF,93.8376,8.38639
BBFGCJEA_01253,ec_contig_16,hypothetical protein,,11.0631,3.70871
BBFGCJEA_01254,ec_contig_16,Inner membrane protein YebE,yebE,13.6941,4.9332
BBFGCJEA_01255,ec_contig_16,Protease 2,ptrB,7.59088,2.54216
BBFGCJEA_01256,ec_contig_16,Exodeoxyribonuclease 10,exoX,32.006,7.90256
BBFGCJEA_01257,ec_contig_16,hypothetical protein,,17.1211,2.44938
BBFGCJEA_01258,ec_contig_16,DNA polymerase III subunit theta,holE,125.352,8.91054
BBFGCJEA_01259,ec_contig_16,Protein YobA,yobA,31.8299,3.39313
BBFGCJEA_01260,ec_contig_16,Inner membrane protein YebZ,yebZ,27.6266,1.41466
BBFGCJEA_01261,ec_contig_16,putative protein YebY,yebY,40.6463,5.03367
BBFGCJEA_01262,ec_contig_16,Serine/threonine-protein phosphatase 1,pphA,6.39236,3.24685
BBFGCJEA_01263,ec_contig_16,hypothetical protein,,25.8059,22.9156
BBFGCJEA_01264,ec_contig_16,putative protein YebV,yebV,34.3013,204.491
BBFGCJEA_01265,ec_contig_16,Ribosomal RNA small subunit methyltransferase F,rsmF,8.73023,0.543506
BBFGCJEA_01266,ec_contig_16,Lipophilic envelope-spanning tunnel protein B,letB,10.5085,1.27873
BBFGCJEA_01267,ec_contig_16,Lipophilic envelope-spanning tunnel protein A,letA,22.5326,5.01322
BBFGCJEA_01268,ec_contig_16,Free methionine-R-sulfoxide reductase,msrC,260.24,43.3227
BBFGCJEA_01269,ec_contig_16,RNA chaperone ProQ,proQ,226.031,22.7544
BBFGCJEA_01270,ec_contig_16,Tail-specific protease,prc,125.522,5.64378
BBFGCJEA_01271,ec_contig_16,Protease HtpX,htpX,100.607,8.27407
BBFGCJEA_01272,ec_contig_16,Riboflavin transporter RibZ,ribZ,1.28699,0.354087
BBFGCJEA_01273,ec_contig_16,HTH-type transcriptional regulator KdgR,kdgR_1,47.2907,7.74947
BBFGCJEA_01274,ec_contig_16,hypothetical protein,,124.336,20.4274
BBFGCJEA_01275,ec_contig_16,hypothetical protein,,198.357,13.6443
BBFGCJEA_01276,ec_contig_16,Cold shock-like protein CspC,cspC,11366.9,304.206
BBFGCJEA_01277,ec_contig_16,23S rRNA (guanine(745)-N(1))-methyltransferase,rlmA,22.2861,2.26394
BBFGCJEA_01278,ec_contig_16,putative manganese efflux pump MntP,mntP,7.62361,0.33002
BBFGCJEA_01279,ec_contig_16,hypothetical protein,,23.0619,0.326137
BBFGCJEA_01280,ec_contig_16,PTS system mannose-specific EIID component,manZ_1,161.976,4.8757
BBFGCJEA_01281,ec_contig_16,PTS system mannose-specific EIIC component,manY,100.111,4.11153
BBFGCJEA_01282,ec_contig_16,PTS system mannose-specific EIIAB component,manX,75.1965,2.50265
BBFGCJEA_01283,ec_contig_16,hypothetical protein,,52.0441,11.4055
BBFGCJEA_01284,ec_contig_16,hypothetical protein,,15.1273,1.34602
BBFGCJEA_01285,ec_contig_16,putative cyclic di-GMP phosphodiesterase PdeD,pdeD,3.82456,1.75536
BBFGCJEA_01286,ec_contig_16,L-serine dehydratase 1,sdaA,10.3279,1.56277
BBFGCJEA_01287,ec_contig_16,Nudix hydrolase,,37.0735,15.5773
BBFGCJEA_01288,ec_contig_16,Aminodeoxychorismate synthase component 1,pabB,20.7553,6.09999
BBFGCJEA_01289,ec_contig_16,hypothetical protein,,11.0521,3.53451
BBFGCJEA_01290,ec_contig_16,hypothetical protein,,108.31,51.396
BBFGCJEA_01291,ec_contig_16,2-iminobutanoate/2-iminopropanoate deaminase,ridA_2,100.781,3.33377
BBFGCJEA_01292,ec_contig_16,ATP-dependent DNA helicase YoaA,yoaA,10.1017,0.685426
BBFGCJEA_01293,ec_contig_16,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,tsaB,39.6632,1.02164
BBFGCJEA_01294,ec_contig_16,Outer membrane protein Slp,slp,81.8671,13.3107
BBFGCJEA_01295,ec_contig_16,Long-chain-fatty-acid--CoA ligase,fadD,28.8077,14.1195
BBFGCJEA_01296,ec_contig_16,Ribonuclease D,rnd,14.9209,1.00603
BBFGCJEA_01297,ec_contig_16,Carnitine monooxygenase reductase subunit,yeaX,2.05939,0.232449
BBFGCJEA_01298,ec_contig_16,Carnitine monooxygenase oxygenase subunit,yeaW,0.698599,0.133064
BBFGCJEA_01299,ec_contig_16,L-carnitine/gamma-butyrobetaine antiporter,caiT_1,0.566376,0.0523051
BBFGCJEA_01300,ec_contig_16,D-malate dehydrogenase [decarboxylating],dmlA,2.55552,0.344607
BBFGCJEA_01301,ec_contig_16,HTH-type transcriptional regulator DmlR,dmlR_1,10.8447,3.44271
BBFGCJEA_01302,ec_contig_16,Leucine efflux protein,leuE,6.34182,0.468536
BBFGCJEA_01303,ec_contig_16,putative protein YeaR,yeaR,1.02334,1.55934
BBFGCJEA_01304,ec_contig_16,Protein YoaG,yoaG,2.95258,1.22703
BBFGCJEA_01305,ec_contig_16,hypothetical protein,,265.328,897.732
BBFGCJEA_01306,ec_contig_16,Diguanylate cyclase DgcP,dgcP,24.225,4.12178
BBFGCJEA_01307,ec_contig_16,hypothetical protein,,66.0716,10.5669
BBFGCJEA_01308,ec_contig_16,hypothetical protein,,44.3917,23.659
BBFGCJEA_01309,ec_contig_16,2-nitroimidazole transporter,nimT,3.74012,2.56461
BBFGCJEA_01310,ec_contig_16,HTH-type transcriptional regulator NimR,nimR,8.2167,1.73641
BBFGCJEA_01311,ec_contig_16,hypothetical protein,,11.868,1.25585
BBFGCJEA_01312,ec_contig_16,Multifunctional Ser/Thr-tRNA deacylase ProXp-y,proXp-y,43.3214,2.30189
BBFGCJEA_01313,ec_contig_16,putative diguanylate cyclase DgcJ,dgcJ,9.52097,0.903604
BBFGCJEA_01314,ec_contig_16,putative diguanylate cyclase CdgI,cdgI,0.682226,0.481749
BBFGCJEA_01315,ec_contig_16,hypothetical protein,,7.97631,11.0757
BBFGCJEA_01316,ec_contig_16,Serine/threonine kinase YeaG,yeaG,12.8576,18.6638
BBFGCJEA_01317,ec_contig_16,MltA-interacting protein,mipA_2,86.0756,1.15229
BBFGCJEA_01318,ec_contig_16,Methylglyoxal reductase YeaE,yeaE,12.8977,13.4815
BBFGCJEA_01319,ec_contig_16,Putative glucose-6-phosphate 1-epimerase,yeaD,22.0902,1.35319
BBFGCJEA_01320,ec_contig_16,Glyceraldehyde-3-phosphate dehydrogenase A,gapA_1,1551.9,29.5336
BBFGCJEA_01321,ec_contig_16,Peptide methionine sulfoxide reductase MsrB,msrB,236.999,22.9608
BBFGCJEA_01322,ec_contig_16,hypothetical protein,,101.119,10.9668
BBFGCJEA_01323,ec_contig_16,D-arabitol-phosphate dehydrogenase,,0.957777,0.104246
BBFGCJEA_01324,ec_contig_16,Inner membrane metabolite transport protein YdjE,ydjE_1,0.533916,0.0542381
BBFGCJEA_01325,ec_contig_16,putative zinc-type alcohol dehydrogenase-like protein YdjJ,ydjJ,0.517551,0.071694
BBFGCJEA_01326,ec_contig_16,putative protein YdjI,ydjI,0.880292,0.134137
BBFGCJEA_01327,ec_contig_16,putative sugar kinase YdjH,ydjH,0.440424,0.0394771
BBFGCJEA_01328,ec_contig_16,NADH-specific methylglyoxal reductase,ydjG,4.03077,0.83928
BBFGCJEA_01329,ec_contig_16,putative HTH-type transcriptional regulator YdjF,ydjF_1,22.1332,2.12022
BBFGCJEA_01330,ec_contig_16,Inner membrane metabolite transport protein YdjE,ydjE_2,2.18674,1.5146
BBFGCJEA_01331,ec_contig_16,Nicotinamidase,pncA,19.3574,2.21514
BBFGCJEA_01332,ec_contig_16,L-asparaginase 1,ansA,28.8346,2.06073
BBFGCJEA_01333,ec_contig_16,Protease 4,sppA,27.8798,4.87705
BBFGCJEA_01334,ec_contig_16,Putative NAD(P)H nitroreductase YdjA,ydjA,46.5842,6.64416
BBFGCJEA_01335,ec_contig_16,Selenide%2C water dikinase,selD,48.5792,3.29792
BBFGCJEA_01336,ec_contig_16,DNA topoisomerase 3,topB,29.4672,1.44967
BBFGCJEA_01337,ec_contig_16,Inner membrane protein YnjI,ynjI,8.44623,0.862807
BBFGCJEA_01338,ec_contig_16,NADP-specific glutamate dehydrogenase,gdhA,361.239,24.3369
BBFGCJEA_01339,ec_contig_16,hypothetical protein,,8.63653,2.74171
BBFGCJEA_01340,ec_contig_16,CTP pyrophosphohydrolase,nudG,27.3292,11.6492
BBFGCJEA_01341,ec_contig_16,Inner membrane protein YnjF,ynjF,13.4468,1.0245
BBFGCJEA_01342,ec_contig_16,Thiosulfate sulfurtransferase YnjE,ynjE,3.13574,0.829743
BBFGCJEA_01343,ec_contig_16,Fe(3+) ions import ATP-binding protein FbpC 2,fbpC2,8.37448,0.743908
BBFGCJEA_01344,ec_contig_16,Inner membrane ABC transporter permease protein YnjC,ynjC,4.60503,0.243648
BBFGCJEA_01345,ec_contig_16,Protein YnjB,ynjB,4.7142,1.05827
BBFGCJEA_01346,ec_contig_16,hypothetical protein,,4.96571,1.97687
BBFGCJEA_01347,ec_contig_16,TVP38/TMEM64 family inner membrane protein YdjZ,ydjZ_1,5.65438,1.69149
BBFGCJEA_01348,ec_contig_16,hypothetical protein,,0.796937,0.496782
BBFGCJEA_01349,ec_contig_16,TVP38/TMEM64 family inner membrane protein YdjZ,ydjZ_2,2.38347,1.00009
BBFGCJEA_01350,ec_contig_16,Exodeoxyribonuclease III,xthA,31.5904,1.34486
BBFGCJEA_01351,ec_contig_16,Succinylornithine transaminase,astC,3.09768,4.41367
BBFGCJEA_01352,ec_contig_16,Arginine N-succinyltransferase,astA,1.02037,3.10965
BBFGCJEA_01353,ec_contig_16,N-succinylglutamate 5-semialdehyde dehydrogenase,astD,2.29162,4.0233
BBFGCJEA_01354,ec_contig_16,N-succinylarginine dihydrolase,astB,2.04668,2.70101
BBFGCJEA_01355,ec_contig_16,Succinylglutamate desuccinylase,astE,0.937797,1.46762
BBFGCJEA_01356,ec_contig_16,Periplasmic chaperone Spy,spy,20.113,14.7079
BBFGCJEA_01357,ec_contig_16,Protein Ves,ves,2.34515,0.259891
BBFGCJEA_01358,ec_contig_16,Excinuclease cho,cho,10.1504,1.72792
BBFGCJEA_01359,ec_contig_16,NH(3)-dependent NAD(+) synthetase,nadE,41.7344,22.4636
BBFGCJEA_01360,ec_contig_16,Osmotically-inducible putative lipoprotein OsmE,osmE,173.297,16.3386
BBFGCJEA_01361,ec_contig_16,PTS system N%2CN'-diacetylchitobiose-specific EIIB component,chbB,7.11555,2.91466
BBFGCJEA_01362,ec_contig_16,PTS system N%2CN'-diacetylchitobiose-specific EIIC component,chbC,5.15058,2.61612
BBFGCJEA_01363,ec_contig_16,PTS system N%2CN'-diacetylchitobiose-specific EIIA component,chbA,4.05837,1.27946
BBFGCJEA_01364,ec_contig_16,HTH-type transcriptional regulator ChbR,chbR,3.91793,1.15837
BBFGCJEA_01365,ec_contig_16,6-phospho-beta-glucosidase,chbF,1.67002,0.248942
BBFGCJEA_01366,ec_contig_16,Chitooligosaccharide deacetylase ChbG,chbG,5.04302,0.748485
BBFGCJEA_01367,ec_contig_16,Catalase HPII,katE,17.7198,3.83839
BBFGCJEA_01368,ec_contig_16,Cell division activator CedA,cedA,36.8402,13.1836
BBFGCJEA_01369,ec_contig_16,hypothetical protein,,10.6305,3.16524
BBFGCJEA_01370,ec_contig_16,L-cystine transporter TcyP,tcyP,343.56,24.1698
BBFGCJEA_01371,ec_contig_16,Inner membrane protein YdjM,ydjM,4.32192,1.13983
BBFGCJEA_01372,ec_contig_16,Hexitol phosphatase B,hxpB,37.2257,2.68515
BBFGCJEA_01373,ec_contig_16,hypothetical protein,,54.4714,28.9219
BBFGCJEA_01374,ec_contig_16,putative ketoamine kinase,,27.1845,7.95429
BBFGCJEA_01375,ec_contig_16,hypothetical protein,,7.68032,5.01562
BBFGCJEA_01376,ec_contig_16,ATP-dependent 6-phosphofructokinase isozyme 2,pfkB,32.9845,2.9376
BBFGCJEA_01377,ec_contig_16,hypothetical protein,,7.05416,0.640995
BBFGCJEA_01378,ec_contig_16,putative protein YniD,yniD,87.5523,6.23738
BBFGCJEA_01379,ec_contig_16,Effector protease OspD3,ospD3,0.336729,0.160344
BBFGCJEA_01380,ec_contig_16,hypothetical protein,,1.03629,0.473725
BBFGCJEA_01381,ec_contig_16,Threonine--tRNA ligase,thrS,219.297,26.0748
BBFGCJEA_01382,ec_contig_16,Translation initiation factor IF-3,infC,5671.92,358.413
BBFGCJEA_01383,ec_contig_16,Large ribosomal subunit protein bL35,rpmI,796.716,89.0244
BBFGCJEA_01384,ec_contig_16,Large ribosomal subunit protein bL20,rplT,2811.28,277.799
BBFGCJEA_01385,ec_contig_16,Phenylalanine--tRNA ligase alpha subunit,pheS,158.543,3.49902
BBFGCJEA_01386,ec_contig_16,Phenylalanine--tRNA ligase beta subunit,pheT,205.923,8.97995
BBFGCJEA_01387,ec_contig_16,Integration host factor subunit alpha,ihfA,179.78,20.8328
BBFGCJEA_01388,ec_contig_16,Vitamin B12 import system permease protein BtuC,btuC,13.3441,0.686684
BBFGCJEA_01389,ec_contig_16,Thioredoxin/glutathione peroxidase BtuE,btuE,42.3128,16.068
BBFGCJEA_01390,ec_contig_16,Vitamin B12 import ATP-binding protein BtuD,btuD_1,38.1173,8.83213
BBFGCJEA_01391,ec_contig_16,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase,mepS_2,75.6347,11.348
BBFGCJEA_01392,ec_contig_16,Putative anti-FlhC(2)FlhD(4) factor YdiV,ydiV,8.01472,0.838639
BBFGCJEA_01393,ec_contig_16,Protein nucleotidyltransferase SelO,selO,22.3383,1.82303
BBFGCJEA_01394,ec_contig_16,putative protein YdiE,ydiE,74.32,5.84754
BBFGCJEA_01395,ec_contig_16,Phospho-2-dehydro-3-deoxyheptonate aldolase%2C Trp-sensitive,aroH,47.619,6.64844
BBFGCJEA_01396,ec_contig_16,Phosphoenolpyruvate synthase regulatory protein,ppsR,11.9267,2.82701
BBFGCJEA_01397,ec_contig_16,Phosphoenolpyruvate synthase,ppsA,66.2164,9.12403
BBFGCJEA_01398,ec_contig_16,Medium-chain fatty-acid--CoA ligase,fadK,3.20609,0.681681
BBFGCJEA_01400,ec_contig_16,D-amino acid dehydrogenase,dadA_1,0.894827,0.116044
BBFGCJEA_01401,ec_contig_16,Protein FixB,fixB_1,1.28163,0.159422
BBFGCJEA_01402,ec_contig_16,Protein FixA,fixA_1,1.12367,0.538127
BBFGCJEA_01403,ec_contig_16,hypothetical protein,,3.46895,0.845746
BBFGCJEA_01404,ec_contig_16,HTH-type transcriptional activator RhaS,rhaS_3,5.06284,1.76452
BBFGCJEA_01405,ec_contig_16,Crotonobetainyl-CoA reductase,caiA_1,0.703546,0.129945
BBFGCJEA_01406,ec_contig_16,Acetate CoA-transferase YdiF,ydiF,0.276994,0.0468976
BBFGCJEA_01407,ec_contig_16,3-dehydroquinate dehydratase,aroD,8.93096,0.788918
BBFGCJEA_01408,ec_contig_16,Quinate/shikimate dehydrogenase,ydiB,5.80718,0.474818
BBFGCJEA_01409,ec_contig_16,Inner membrane transport protein YdiN,ydiN,0.135799,0.0591221
BBFGCJEA_01410,ec_contig_16,Inner membrane transport protein YdiM,ydiM,0.78835,0.338821
BBFGCJEA_01411,ec_contig_16,hypothetical protein,,1.23833,0.20966
BBFGCJEA_01412,ec_contig_16,Putative transport protein YdiK,ydiK,22.6845,4.43846
BBFGCJEA_01413,ec_contig_16,D-2-hydroxyglutarate dehydrogenase,ydiJ,33.3896,2.35049
BBFGCJEA_01414,ec_contig_16,1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase,menI,53.0045,3.46015
BBFGCJEA_01415,ec_contig_16,hypothetical protein,,40.4138,4.9503
BBFGCJEA_01416,ec_contig_16,Iron-sulfur cluster assembly protein SufA,sufA,31.5488,19.3714
BBFGCJEA_01417,ec_contig_16,Iron-sulfur cluster assembly protein SufB,sufB,13.1218,5.43256
BBFGCJEA_01418,ec_contig_16,putative ATP-dependent transporter SufC,sufC,17.0967,6.21233
BBFGCJEA_01419,ec_contig_16,Iron-sulfur cluster assembly protein SufD,sufD,12.1449,4.88399
BBFGCJEA_01420,ec_contig_16,Cysteine desulfurase,sufS,16.4539,5.45579
BBFGCJEA_01421,ec_contig_16,Cysteine desulfuration protein SufE,sufE,14.7243,4.30783
BBFGCJEA_01422,ec_contig_16,putative L%2CD-transpeptidase YnhG,ynhG,8.16227,8.00619
BBFGCJEA_01423,ec_contig_16,Major outer membrane lipoprotein Lpp,lpp,74975.3,1554.45
BBFGCJEA_01424,ec_contig_16,Pyruvate kinase I,pykF,141.034,10.5943
BBFGCJEA_01425,ec_contig_16,Fumarase D,fumD,46.5473,11.7619
BBFGCJEA_01427,ec_contig_16,putative oxidoreductase YdhV,ydhV,0.770789,0.213548
BBFGCJEA_01428,ec_contig_16,putative protein YdhW,ydhW,1.69115,0.819937
BBFGCJEA_01429,ec_contig_16,putative ferredoxin-like protein YdhX,ydhX_2,2.67996,0.503466
BBFGCJEA_01430,ec_contig_16,Putative cytochrome YdhU,ydhU,2.84348,0.66659
BBFGCJEA_01431,ec_contig_16,putative protein YdhT,ydhT,1.92629,0.440286
BBFGCJEA_01432,ec_contig_16,hypothetical protein,,8.72229,2.82139
BBFGCJEA_01433,ec_contig_16,Putative monooxygenase YdhR,ydhR,95.1906,15.7769
BBFGCJEA_01434,ec_contig_16,,,3656.59,18794.8
BBFGCJEA_01435,ec_contig_16,,,8017.45,25067.0
BBFGCJEA_01436,ec_contig_16,Autotransporter CRAC,CRAC,9.82796,1.81613
BBFGCJEA_01437,ec_contig_16,Multidrug resistance protein MdtK,mdtK,7.84709,1.5253
BBFGCJEA_01438,ec_contig_16,Riboflavin synthase,ribC,66.2588,10.9591
BBFGCJEA_01439,ec_contig_16,Cyclopropane-fatty-acyl-phospholipid synthase,cfa,60.9194,46.8048
BBFGCJEA_01440,ec_contig_16,Purine nucleoside transporter,punC,7.61932,0.9881
BBFGCJEA_01441,ec_contig_16,HTH-type transcriptional regulator PunR,punR,19.1638,2.84794
BBFGCJEA_01442,ec_contig_16,HTH-type transcriptional repressor PurR,purR,138.719,5.47139
BBFGCJEA_01443,ec_contig_16,putative protein YnhF,ynhF,347.662,169.241
BBFGCJEA_01444,ec_contig_16,Inner membrane transport protein YdhP,ydhP,7.43102,0.479798
BBFGCJEA_01445,ec_contig_16,Superoxide dismutase [Fe],sodB,129.679,3.34375
BBFGCJEA_01446,ec_contig_16,Murein DD-endopeptidase MepH,mepH,20.0755,2.6142
BBFGCJEA_01447,ec_contig_16,Glutaredoxin 4,grxD,253.506,54.9535
BBFGCJEA_01448,ec_contig_16,Lhr helicase/uracil glycosylase,lhr,2.55868,0.80247
BBFGCJEA_01449,ec_contig_16,Ribonuclease T,rnt,30.6623,2.02137
BBFGCJEA_01450,ec_contig_16,Lactoylglutathione lyase,gloA,37.0208,7.61327
BBFGCJEA_01451,ec_contig_16,N-ethylmaleimide reductase,nemA,7.76172,2.89714
BBFGCJEA_01452,ec_contig_16,HTH-type transcriptional repressor NemR,nemR,5.15763,5.17702
BBFGCJEA_01453,ec_contig_16,hypothetical protein,,30.1885,10.9154
BBFGCJEA_01454,ec_contig_16,Oxidoreductase YdhF,ydhF,28.6946,9.09531
BBFGCJEA_01455,ec_contig_16,Superoxide dismutase [Cu-Zn],sodC,13.6916,14.4105
BBFGCJEA_01456,ec_contig_16,p-hydroxybenzoic acid efflux pump subunit AaeB,aaeB_1,7.49127,2.97461
BBFGCJEA_01457,ec_contig_16,p-hydroxybenzoic acid efflux pump subunit AaeA,aaeA_1,7.09897,1.30854
BBFGCJEA_01458,ec_contig_16,hypothetical protein,,18.1351,5.52679
BBFGCJEA_01459,ec_contig_16,Transcriptional regulator SlyA,slyA,183.382,20.3037
BBFGCJEA_01460,ec_contig_16,Outer membrane lipoprotein SlyB,slyB,519.174,34.2256
BBFGCJEA_01461,ec_contig_16,Anhydro-N-acetylmuramic acid kinase,anmK,13.4749,1.01147
BBFGCJEA_01462,ec_contig_16,Membrane-bound lysozyme inhibitor of C-type lysozyme,mliC,18.7991,2.77217
BBFGCJEA_01463,ec_contig_16,Pyridoxine/pyridoxamine 5'-phosphate oxidase,pdxH,30.5039,1.48102
BBFGCJEA_01464,ec_contig_16,Tyrosine--tRNA ligase,tyrS,91.5949,7.16198
BBFGCJEA_01465,ec_contig_16,Pyridoxal kinase PdxY,pdxY,19.1689,1.17358
BBFGCJEA_01466,ec_contig_16,Glutathione S-transferase GstA,gstA,31.6931,17.23
BBFGCJEA_01467,ec_contig_16,Dipeptide and tripeptide permease A,dtpA,3.9708,1.29479
BBFGCJEA_01468,ec_contig_16,hypothetical protein,,2.56598,1.48952
BBFGCJEA_01469,ec_contig_16,Endonuclease III,nth,25.9117,1.17686
BBFGCJEA_01470,ec_contig_16,Ion-translocating oxidoreductase complex subunit E,rsxE,17.6438,0.860328
BBFGCJEA_01471,ec_contig_16,Ion-translocating oxidoreductase complex subunit G,rsxG,17.1249,0.542381
BBFGCJEA_01472,ec_contig_16,Ion-translocating oxidoreductase complex subunit D,rsxD,16.2575,0.530089
BBFGCJEA_01473,ec_contig_16,Ion-translocating oxidoreductase complex subunit C,rsxC,21.2236,5.77442
BBFGCJEA_01474,ec_contig_16,Ion-translocating oxidoreductase complex subunit B,rsxB,37.2008,0.646361
BBFGCJEA_01475,ec_contig_16,Ion-translocating oxidoreductase complex subunit A,rsxA,105.71,2.70072
BBFGCJEA_01476,ec_contig_16,Inner membrane protein YdgK,ydgK,38.9843,2.12156
BBFGCJEA_01477,ec_contig_16,OriC-binding nucleoid-associated protein,cnu,12.7349,1.21282
BBFGCJEA_01478,ec_contig_16,putative oxidoreductase YdgJ,ydgJ,23.8759,5.4285
BBFGCJEA_01479,ec_contig_16,Adenosine deaminase,add,9.38776,1.19519
BBFGCJEA_01480,ec_contig_16,Protein MalY,malY,10.8668,1.34
BBFGCJEA_01481,ec_contig_16,PTS system maltose-specific EIICB component,malX,10.7614,1.90293
BBFGCJEA_01482,ec_contig_16,Maltose regulon regulatory protein MalI,malI,2.43453,0.691022
BBFGCJEA_01483,ec_contig_16,7alpha-hydroxysteroid dehydrogenase,hdhA,23.3129,5.50644
BBFGCJEA_01484,ec_contig_16,HTH-type transcriptional regulator UidR,uidR,9.50168,3.49035
BBFGCJEA_01485,ec_contig_16,Beta-glucuronidase,uidA,0.867466,0.247843
BBFGCJEA_01486,ec_contig_16,Glucuronide carrier protein ,uidB,0.428998,0.10895
BBFGCJEA_01487,ec_contig_16,Membrane-associated protein UidC,uidC,1.18339,0.325171
BBFGCJEA_01488,ec_contig_16,hypothetical protein,,22.2576,8.5764
BBFGCJEA_01489,ec_contig_16,Protein YdgA,ydgA_2,33.5281,7.78742
BBFGCJEA_01490,ec_contig_16,Mannose-6-phosphate isomerase,manA,22.597,1.62299
BBFGCJEA_01491,ec_contig_16,Fumarate hydratase class I%2C aerobic,fumA,88.9056,2.38588
BBFGCJEA_01492,ec_contig_16,Fumarate hydratase class II,fumC,11.4229,2.63889
BBFGCJEA_01493,ec_contig_16,DNA replication terminus site-binding protein,tus,13.1251,4.90942
BBFGCJEA_01494,ec_contig_16,Sensor protein RstB,rstB,46.3285,2.58693
BBFGCJEA_01495,ec_contig_16,Transcriptional regulatory protein RstA,rstA,199.585,13.6183
