gene_id,Chr,Reads,TPM,Name,Product
BBFGCJEA_02006,ec_contig_16,134,2.28989,fhuE,Hydroxamate siderophore receptor FhuE
BBFGCJEA_03596,ec_contig_17,40,2.28895,elbB,Glyoxalase ElbB
BBFGCJEA_04271,ec_contig_18,104,2.28814,narQ,Nitrate/nitrite sensor protein NarQ
BBFGCJEA_03883,ec_contig_17,46,2.28621,rsmJ,Ribosomal RNA small subunit methyltransferase J
BBFGCJEA_02089,ec_contig_16,92,2.28167,putP,Sodium/proline symporter
BBFGCJEA_02719,ec_contig_16,68,2.28033,dgcC,putative diguanylate cyclase DgcC
BBFGCJEA_00866,ec_contig_11,139,2.27558,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha
BBFGCJEA_02700,ec_contig_16,65,2.27131,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BBFGCJEA_00792,ec_contig_11,54,2.26814,,ISNCY family transposase ISSen7
BBFGCJEA_02704,ec_contig_16,80,2.26814,brnQ,Branched-chain amino acid permease BrnQ
BBFGCJEA_01277,ec_contig_16,49,2.26394,rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase
BBFGCJEA_02714,ec_contig_16,41,2.26312,,hypothetical protein
BBFGCJEA_00371,ec_contig_7,78,2.26286,purD,Phosphoribosylamine--glycine ligase
BBFGCJEA_02671,ec_contig_16,35,2.26226,,hypothetical protein
BBFGCJEA_02661,ec_contig_16,42,2.25836,queC,7-cyano-7-deazaguanine synthase
BBFGCJEA_02744,ec_contig_16,22,2.24955,,hypothetical protein
BBFGCJEA_03232,ec_contig_16,22,2.24955,,hypothetical protein
BBFGCJEA_01645,ec_contig_16,29,2.24701,ydcD,putative protein YdcD
BBFGCJEA_03347,ec_contig_17,34,2.24414,,hypothetical protein
BBFGCJEA_01897,ec_contig_16,50,2.24366,prmC,Release factor glutamine methyltransferase
BBFGCJEA_00207,ec_contig_4,58,2.24005,psd,Phosphatidylserine decarboxylase proenzyme
BBFGCJEA_01857,ec_contig_16,75,2.23829,kch,Voltage-gated potassium channel Kch
BBFGCJEA_03848,ec_contig_17,40,2.23762,ftsE,Cell division ATP-binding protein FtsE
BBFGCJEA_03866,ec_contig_17,24,2.23429,nikR,Nickel-responsive regulator
BBFGCJEA_01198,ec_contig_16,15,2.22764,,hypothetical protein
BBFGCJEA_03756,ec_contig_17,10,2.22764,,hypothetical protein
BBFGCJEA_03463,ec_contig_17,37,2.21907,yqjI,Transcriptional regulator YqjI
BBFGCJEA_04319,ec_contig_18,54,2.21591,cysM,Cysteine synthase B
BBFGCJEA_00800,ec_contig_11,127,2.2158,pta,Phosphate acetyltransferase
BBFGCJEA_01331,ec_contig_16,38,2.21514,pncA,Nicotinamidase
BBFGCJEA_04236,ec_contig_18,91,2.20857,ppx,Exopolyphosphatase
BBFGCJEA_00822,ec_contig_11,86,2.20747,nuoN,NADH-quinone oxidoreductase subunit N
BBFGCJEA_00121,ec_contig_4,35,2.20513,bdcR,HTH-type transcriptional repressor BdcR
BBFGCJEA_02044,ec_contig_16,33,2.20143,yceB,putative lipoprotein YceB
BBFGCJEA_03033,ec_contig_16,45,2.20143,yabI,Inner membrane protein YabI
BBFGCJEA_01888,ec_contig_16,82,2.19985,,Invasin
BBFGCJEA_03276,ec_contig_17,34,2.19763,mocA,Molybdenum cofactor cytidylyltransferase
BBFGCJEA_04363,ec_contig_18,54,2.19426,lpxP,Lipid A biosynthesis palmitoleoyltransferase
BBFGCJEA_02785,ec_contig_16,119,2.18952,betT,High-affinity choline transport protein
BBFGCJEA_00057,ec_contig_15,85,2.1863,xylB,Xylulose kinase
BBFGCJEA_01763,ec_contig_16,72,2.18536,dgcM,Diguanylate cyclase DgcM
BBFGCJEA_00117,ec_contig_15,28,2.18308,waaL_1,O-antigen ligase
BBFGCJEA_02711,ec_contig_16,57,2.18117,rdgC,Recombination-associated protein RdgC
BBFGCJEA_00695,ec_contig_7,29,2.17933,,hypothetical protein
BBFGCJEA_01131,ec_contig_16,37,2.1772,msrQ,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
BBFGCJEA_01509,ec_contig_16,71,2.17619,mlc_1,DNA-binding transcriptional repressor Mlc
BBFGCJEA_02012,ec_contig_16,47,2.17153,pabC,Aminodeoxychorismate lyase
BBFGCJEA_02647,ec_contig_16,32,2.16952,maa,Maltose O-acetyltransferase
BBFGCJEA_02682,ec_contig_16,84,2.16952,thiI,tRNA sulfurtransferase
BBFGCJEA_00662,ec_contig_7,79,2.16595,mnmE,tRNA modification GTPase MnmE
BBFGCJEA_02504,ec_contig_16,63,2.16504,hcxA,Hydroxycarboxylate dehydrogenase A
BBFGCJEA_03620,ec_contig_17,65,2.15654,zapE,Cell division protein ZapE
BBFGCJEA_02340,ec_contig_16,61,2.15569,btuD_2,Vitamin B12 import ATP-binding protein BtuD
BBFGCJEA_02722,ec_contig_16,15,2.15082,iraP,Anti-adapter protein IraP
BBFGCJEA_00017,ec_contig_15,86,2.14996,yhjJ,Protein YhjJ
BBFGCJEA_02821,ec_contig_16,42,2.14729,,hypothetical protein
BBFGCJEA_02479,ec_contig_16,22,2.1441,fluC,Fluoride-specific ion channel FluC
BBFGCJEA_04265,ec_contig_18,115,2.13482,tmcA,tRNA(Met) cytidine acetyltransferase TmcA
BBFGCJEA_00988,ec_contig_11,116,2.13432,metG,Methionine--tRNA ligase
BBFGCJEA_03932,ec_contig_18,46,2.13323,tcdA,tRNA threonylcarbamoyladenosine dehydratase
BBFGCJEA_03224,ec_contig_16,20,2.13244,,hypothetical protein
BBFGCJEA_02002,ec_contig_16,47,2.13205,thiK,Thiamine kinase
BBFGCJEA_01911,ec_contig_16,36,2.12839,dhaL,PEP-dependent dihydroxyacetone kinase%2C ADP-binding subunit DhaL
BBFGCJEA_03731,ec_contig_17,22,2.12748,tusD,Sulfurtransferase TusD
BBFGCJEA_03121,ec_contig_16,61,2.12559,,hypothetical protein
BBFGCJEA_03069,ec_contig_16,54,2.12504,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BBFGCJEA_01476,ec_contig_16,25,2.12156,ydgK,Inner membrane protein YdgK
BBFGCJEA_01034,ec_contig_11,188,2.12048,dgcE,putative diguanylate cyclase DgcE
BBFGCJEA_01329,ec_contig_16,43,2.12022,ydjF_1,putative HTH-type transcriptional regulator YdjF
BBFGCJEA_04249,ec_contig_18,43,2.12022,hycG_2,Formate hydrogenlyase subunit 7
BBFGCJEA_03321,ec_contig_17,36,2.11836,argO,Arginine exporter protein ArgO
BBFGCJEA_04362,ec_contig_18,70,2.11437,alaC,Glutamate-pyruvate aminotransferase AlaC
BBFGCJEA_04352,ec_contig_18,71,2.11386,yfeO,Putative ion-transport protein YfeO
BBFGCJEA_03841,ec_contig_17,72,2.10841,,hypothetical protein
BBFGCJEA_00091,ec_contig_15,64,2.10656,yibH,Inner membrane protein YibH
BBFGCJEA_00212,ec_contig_4,55,2.10464,epmA,Elongation factor P--(R)-beta-lysine ligase
BBFGCJEA_03616,ec_contig_17,28,2.10418,sspB,Stringent starvation protein B
BBFGCJEA_00748,ec_contig_11,65,2.10067,intS_1,Prophage integrase IntS
BBFGCJEA_00252,ec_contig_4,51,2.09971,melR_1,Melibiose operon regulatory protein
BBFGCJEA_03553,ec_contig_17,53,2.09893,truB,tRNA pseudouridine synthase B
BBFGCJEA_01559,ec_contig_16,72,2.09856,ydfJ,Putative transporter YdfJ
BBFGCJEA_04214,ec_contig_18,72,2.09856,pepB,Peptidase B
BBFGCJEA_03610,ec_contig_17,49,2.09337,nanK,N-acetylmannosamine kinase
BBFGCJEA_01616,ec_contig_16,57,2.08522,ddpB,putative D%2CD-dipeptide transport system permease protein DdpB
BBFGCJEA_03740,ec_contig_17,57,2.08522,,hypothetical protein
BBFGCJEA_00654,ec_contig_7,37,2.07913,yieH,6-phosphogluconate phosphatase
BBFGCJEA_00049,ec_contig_15,29,2.07913,,IS3 family transposase IS103
BBFGCJEA_01558,ec_contig_16,13,2.07913,ydfK,Cold shock protein YdfK
BBFGCJEA_01806,ec_contig_16,31,2.07913,puuR,HTH-type transcriptional regulator PuuR
BBFGCJEA_03386,ec_contig_17,19,2.07913,hybF,Hydrogenase maturation factor HybF
BBFGCJEA_02143,ec_contig_16,114,2.07609,helD,DNA helicase IV
BBFGCJEA_00616,ec_contig_7,55,2.07285,rbsR,Ribose operon repressor
BBFGCJEA_02518,ec_contig_16,215,2.0727,entF,Enterobactin synthase component F
BBFGCJEA_01837,ec_contig_16,42,2.07091,yciK,putative oxidoreductase YciK
BBFGCJEA_03387,ec_contig_17,27,2.06637,hybE,Hydrogenase-2 operon protein HybE
BBFGCJEA_04305,ec_contig_18,48,2.06479,amiA,N-acetylmuramoyl-L-alanine amidase AmiA
BBFGCJEA_04322,ec_contig_18,47,2.06448,pdxK,Pyridoxine/pyridoxal/pyridoxamine kinase
BBFGCJEA_01332,ec_contig_16,56,2.06073,ansA,L-asparaginase 1
BBFGCJEA_00281,ec_contig_4,49,2.05813,rpiR,HTH-type transcriptional regulator RpiR
BBFGCJEA_02910,ec_contig_16,30,2.05628,yaeQ,putative protein YaeQ
BBFGCJEA_02301,ec_contig_16,37,2.0514,,PKHD-type hydroxylase
BBFGCJEA_02723,ec_contig_16,60,2.05065,ddlA,D-alanine--D-alanine ligase A
BBFGCJEA_01927,ec_contig_16,23,2.04942,umuD,Protein UmuD
BBFGCJEA_03019,ec_contig_16,55,2.04809,cra,Catabolite repressor/activator
BBFGCJEA_02383,ec_contig_16,19,2.04328,sdhD,Succinate dehydrogenase hydrophobic membrane anchor subunit
BBFGCJEA_01949,ec_contig_16,9,2.04132,icd_1,Isocitrate dehydrogenase [NADP]
BBFGCJEA_02157,ec_contig_16,115,2.04068,rlmL,Ribosomal RNA large subunit methyltransferase K/L
BBFGCJEA_00949,ec_contig_11,63,2.03604,,hypothetical protein
BBFGCJEA_00644,ec_contig_7,42,2.03077,pstB,Phosphate import ATP-binding protein PstB
BBFGCJEA_02342,ec_contig_16,42,2.03077,modA,Molybdate-binding protein ModA
BBFGCJEA_02552,ec_contig_16,27,2.02903,rrrD_2,Lysozyme RrrD
BBFGCJEA_00293,ec_contig_4,91,2.02715,fdhF_2,Formate dehydrogenase H
BBFGCJEA_01195,ec_contig_16,13,2.02715,,hypothetical protein
BBFGCJEA_01166,ec_contig_16,19,2.02582,,hypothetical protein
BBFGCJEA_04029,ec_contig_18,77,2.02222,bglH_2,Aryl-phospho-beta-D-glucosidase BglH
BBFGCJEA_01449,ec_contig_16,35,2.02137,rnt,Ribonuclease T
BBFGCJEA_03280,ec_contig_17,155,2.02047,xdhA_2,Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
BBFGCJEA_01750,ec_contig_16,33,2.01798,,hypothetical protein
BBFGCJEA_03091,ec_contig_16,16,2.01612,,hypothetical protein
BBFGCJEA_00435,ec_contig_7,131,2.01503,metL,Bifunctional aspartokinase/homoserine dehydrogenase 2
BBFGCJEA_02900,ec_contig_16,31,2.01415,gmhB,D-glycero-beta-D-manno-heptose-1%2C7-bisphosphate 7-phosphatase
BBFGCJEA_01729,ec_contig_16,61,2.01312,ompN_2,Outer membrane porin N
BBFGCJEA_03575,ec_contig_17,15,2.01206,,hypothetical protein
BBFGCJEA_03013,ec_contig_16,73,2.01028,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BBFGCJEA_02530,ec_contig_16,67,2.00916,ybdG,Mechanosensing system component YbdG
BBFGCJEA_03110,ec_contig_16,52,2.00832,serB,Phosphoserine phosphatase
BBFGCJEA_02837,ec_contig_16,50,2.00559,mmuM,Homocysteine S-methyltransferase
BBFGCJEA_02380,ec_contig_16,150,2.00344,sucA,2-oxoglutarate dehydrogenase E1 component
BBFGCJEA_03319,ec_contig_17,48,2.00264,cynR_2,HTH-type transcriptional regulator CynR
BBFGCJEA_00112,ec_contig_15,64,2.00096,kbl,2-amino-3-ketobutyrate coenzyme A ligase
BBFGCJEA_02946,ec_contig_16,76,2.00017,clcA,H(+)/Cl(-) exchange transporter ClcA
BBFGCJEA_00900,ec_contig_11,33,1.99838,ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA
BBFGCJEA_02734,ec_contig_16,78,1.99801,,hypothetical protein
BBFGCJEA_02620,ec_contig_16,69,1.99712,ybaT,Inner membrane transport protein YbaT
BBFGCJEA_03754,ec_contig_17,43,1.99411,nirC,Nitrite transporter NirC
BBFGCJEA_00747,ec_contig_11,49,1.99109,yfdH_1,Prophage bactoprenol glucosyl transferase 
BBFGCJEA_02053,ec_contig_16,49,1.99109,lpxL,Lipid A biosynthesis lauroyltransferase
BBFGCJEA_03190,ec_contig_16,32,1.98603,,ISKra4 family transposase ISCep1
BBFGCJEA_01739,ec_contig_16,14,1.98462,,hypothetical protein
BBFGCJEA_02639,ec_contig_16,28,1.98462,priC,Replication restart protein PriC
BBFGCJEA_00381,ec_contig_7,41,1.98242,nudC,NAD-capped RNA hydrolase NudC
BBFGCJEA_00791,ec_contig_11,41,1.98242,hisP,Histidine/lysine/arginine/ornithine transport ATP-binding protein HisP
BBFGCJEA_00753,ec_contig_11,71,1.98145,fadL,Long-chain fatty acid transport protein
BBFGCJEA_02629,ec_contig_16,69,1.97875,gsk,Guanosine-inosine kinase
BBFGCJEA_01984,ec_contig_16,42,1.97713,potC,Spermidine/putrescine transport system permease protein PotC
BBFGCJEA_01346,ec_contig_16,29,1.97687,,hypothetical protein
BBFGCJEA_03832,ec_contig_17,92,1.97535,ggt,Glutathione hydrolase proenzyme
BBFGCJEA_03474,ec_contig_17,22,1.97442,higA,Antitoxin HigA
BBFGCJEA_02954,ec_contig_16,28,1.97341,thpR,RNA 2'%2C3'-cyclic phosphodiesterase
BBFGCJEA_00118,ec_contig_15,43,1.97211,waaL_2,O-antigen ligase
BBFGCJEA_03522,ec_contig_17,24,1.9697,agaA,N-acetylgalactosamine-6-phosphate deacetylase
BBFGCJEA_04228,ec_contig_18,72,1.96539,xseA,Exodeoxyribonuclease 7 large subunit
BBFGCJEA_03011,ec_contig_16,69,1.96073,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase
BBFGCJEA_02807,ec_contig_16,86,1.95772,ecpD,Fimbria adhesin EcpD
BBFGCJEA_02420,ec_contig_16,40,1.95682,ybfF,Esterase YbfF
BBFGCJEA_01699,ec_contig_16,45,1.95597,pdxI,Pyridoxine 4-dehydrogenase
BBFGCJEA_00718,ec_contig_7,63,1.955,gltS,Sodium/glutamate symporter
BBFGCJEA_01784,ec_contig_16,73,1.9542,ycjX,Ras-like GTPase YcjX
BBFGCJEA_02870,ec_contig_16,55,1.94918,dinB,DNA polymerase IV
BBFGCJEA_00881,ec_contig_11,95,1.94598,atoS,Signal transduction histidine-protein kinase AtoS
BBFGCJEA_02405,ec_contig_16,17,1.9456,,hypothetical protein
BBFGCJEA_00745,ec_contig_7,29,1.94499,waaJ,Lipopolysaccharide 1%2C2-glucosyltransferase
BBFGCJEA_02397,ec_contig_16,77,1.94445,dtpD,Dipeptide permease D
KHPLLONG_03312,cn_contig_1,4,1.94412,,
BBFGCJEA_03436,ec_contig_17,19,1.94279,,hypothetical protein
BBFGCJEA_03242,ec_contig_16,78,1.94218,,hypothetical protein
BBFGCJEA_02957,ec_contig_16,48,1.93783,gluQ,Glutamyl-Q tRNA(Asp) synthetase
BBFGCJEA_00418,ec_contig_7,52,1.93638,argC,N-acetyl-gamma-glutamyl-phosphate reductase
BBFGCJEA_01136,ec_contig_16,44,1.93271,hchA,Protein/nucleic acid deglycase 1
BBFGCJEA_00603,ec_contig_7,48,1.93158,ilvE,Branched-chain-amino-acid aminotransferase
BBFGCJEA_04376,ec_contig_18,69,1.92995,dsdX,D-serine transporter DsdX
BBFGCJEA_03737,ec_contig_17,93,1.92716,kefC_2,Glutathione-regulated potassium-efflux system protein KefC
BBFGCJEA_02992,ec_contig_16,46,1.92563,nadC,Nicotinate-nucleotide pyrophosphorylase [carboxylating]
BBFGCJEA_02477,ec_contig_16,29,1.9243,ybeM_1,Deaminated glutathione amidase
BBFGCJEA_00246,ec_contig_4,37,1.92319,dcuR,Transcriptional regulatory protein DcuR
BBFGCJEA_00578,ec_contig_7,71,1.91712,thrP,Threonine/serine transporter ThrP
BBFGCJEA_03603,ec_contig_17,122,1.91678,yraJ_2,Outer membrane usher protein YraJ
BBFGCJEA_02227,ec_contig_16,57,1.91145,macA,Macrolide export protein MacA
BBFGCJEA_03824,ec_contig_17,53,1.91087,yhhX,putative oxidoreductase YhhX
BBFGCJEA_03444,ec_contig_17,73,1.90514,hldE,Bifunctional protein HldE
BBFGCJEA_01892,ec_contig_16,56,1.90351,chaA,Sodium-potassium/proton antiporter ChaA
BBFGCJEA_01481,ec_contig_16,81,1.90293,malX,PTS system maltose-specific EIICB component
BBFGCJEA_00934,ec_contig_11,86,1.90218,fruA_3,PTS system fructose-specific EIIB'BC component
BBFGCJEA_00257,ec_contig_4,34,1.90198,basR,Transcriptional regulatory protein BasR
BBFGCJEA_01557,ec_contig_16,30,1.89971,,Tn3 family transposase ISYps3
BBFGCJEA_01812,ec_contig_16,49,1.89833,sapB,Putrescine export system permease protein SapB
BBFGCJEA_01019,ec_contig_11,69,1.89594,trhP,tRNA hydroxylation protein P
BBFGCJEA_03100,ec_contig_16,24,1.8949,,hypothetical protein
BBFGCJEA_00501,ec_contig_7,71,1.89254,yihP_2,Putative 2%2C3-dihydroxypropane-1-sulfonate exporter
BBFGCJEA_04177,ec_contig_18,32,1.88298,pgpC,Phosphatidylglycerophosphatase C
BBFGCJEA_04162,ec_contig_18,37,1.87628,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase
BBFGCJEA_03666,ec_contig_17,41,1.8735,aroE,Shikimate dehydrogenase (NADP(+))
BBFGCJEA_04070,ec_contig_18,48,1.87121,nrdF,Ribonucleoside-diphosphate reductase 2 subunit beta
BBFGCJEA_04201,ec_contig_18,57,1.87121,hcaT,putative 3-phenylpropionic acid transporter
BBFGCJEA_01212,ec_contig_16,83,1.86896,tar,Methyl-accepting chemotaxis protein II
BBFGCJEA_01577,ec_contig_16,44,1.86697,gltR,HTH-type transcriptional regulator GltR
BBFGCJEA_03548,ec_contig_17,62,1.8637,mtr,Tryptophan-specific transport protein
BBFGCJEA_03732,ec_contig_17,36,1.86345,dauR,Transcriptional regulator DauR
BBFGCJEA_00125,ec_contig_4,23,1.86311,pyrI,Aspartate carbamoyltransferase regulatory chain
BBFGCJEA_00010,ec_contig_15,30,1.8619,yhjB,Putative HTH-type transcriptional regulator YhjB
BBFGCJEA_02982,ec_contig_16,18,1.85575,,hypothetical protein
BBFGCJEA_03541,ec_contig_17,22,1.85436,,hypothetical protein
BBFGCJEA_00918,ec_contig_11,59,1.85393,bcr,Bicyclomycin resistance protein
BBFGCJEA_03840,ec_contig_17,38,1.85172,lptB_2,Lipopolysaccharide export system ATP-binding protein LptB
BBFGCJEA_00351,ec_contig_7,12,1.84811,,hypothetical protein
BBFGCJEA_02772,ec_contig_16,4,1.84811,,
BBFGCJEA_02474,ec_contig_16,47,1.84375,ybdO_1,putative HTH-type transcriptional regulator YbdO
BBFGCJEA_00653,ec_contig_7,23,1.83923,cbrB,Inner membrane protein CbrB
BBFGCJEA_02452,ec_contig_16,46,1.83923,rihA,Pyrimidine-specific ribonucleoside hydrolase RihA
BBFGCJEA_01705,ec_contig_16,29,1.83639,,Carbonic anhydrase
BBFGCJEA_00614,ec_contig_7,34,1.83611,dgoR_1,Galactonate operon transcriptional repressor
BBFGCJEA_03241,ec_contig_16,49,1.83563,gntR_1,HTH-type transcriptional regulator GntR
BBFGCJEA_03118,ec_contig_16,76,1.83381,yjjI,putative protein YjjI
BBFGCJEA_03012,ec_contig_16,53,1.83147,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase
BBFGCJEA_01754,ec_contig_16,127,1.82733,recE,Exodeoxyribonuclease 8
BBFGCJEA_03349,ec_contig_17,29,1.82711,rdgB,dITP/XTP pyrophosphatase
BBFGCJEA_03300,ec_contig_17,70,1.82685,bglA,6-phospho-beta-glucosidase BglA
BBFGCJEA_01080,ec_contig_16,36,1.82557,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BBFGCJEA_02971,ec_contig_16,60,1.82557,,hypothetical protein
BBFGCJEA_04125,ec_contig_18,81,1.82393,recN,DNA repair protein RecN
BBFGCJEA_01393,ec_contig_16,70,1.82303,selO,Protein nucleotidyltransferase SelO
BBFGCJEA_02554,ec_contig_16,52,1.82216,ompD,Outer membrane porin protein OmpD
BBFGCJEA_00404,ec_contig_7,47,1.82085,birA,Bifunctional ligase/repressor BirA
BBFGCJEA_03953,ec_contig_18,38,1.81625,truC,tRNA pseudouridine synthase C
BBFGCJEA_01436,ec_contig_16,61,1.81613,CRAC,Autotransporter CRAC
BBFGCJEA_00279,ec_contig_4,16,1.81451,,hypothetical protein
BBFGCJEA_01529,ec_contig_16,8,1.81451,,hypothetical protein
BBFGCJEA_02907,ec_contig_16,40,1.81451,,hypothetical protein
BBFGCJEA_01497,ec_contig_16,35,1.81169,folM,Dihydromonapterin reductase
BBFGCJEA_00515,ec_contig_7,9,1.81085,,hypothetical protein
BBFGCJEA_00087,ec_contig_15,200,1.81056,rhsC_1,Protein RhsC
BBFGCJEA_02126,ec_contig_16,55,1.81032,appB,Cytochrome bd-II ubiquinol oxidase subunit 2
BBFGCJEA_01035,ec_contig_11,31,1.80709,udk,Uridine kinase
BBFGCJEA_03751,ec_contig_17,57,1.80472,tsgA,Protein TsgA
BBFGCJEA_03228,ec_contig_16,64,1.80222,,IS4 family transposase IS4
BBFGCJEA_03934,ec_contig_18,58,1.79984,csdA,Cysteine desulfurase CsdA
BBFGCJEA_01821,ec_contig_16,36,1.79637,srlR_2,Glucitol operon repressor
BBFGCJEA_03374,ec_contig_17,72,1.79637,glcD,Glycolate oxidase subunit GlcD
BBFGCJEA_03858,ec_contig_17,60,1.79493,yhhS,putative MFS-type transporter YhhS
BBFGCJEA_01912,ec_contig_16,68,1.79341,dhaM,PEP-dependent dihydroxyacetone kinase%2C phosphoryl donor subunit DhaM
BBFGCJEA_02625,ec_contig_16,23,1.79325,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
BBFGCJEA_02996,ec_contig_16,50,1.79235,guaC,GMP reductase
BBFGCJEA_01985,ec_contig_16,50,1.78721,potD,Spermidine/putrescine-binding periplasmic protein
BBFGCJEA_02748,ec_contig_16,53,1.78692,frmA,S-(hydroxymethyl)glutathione dehydrogenase
BBFGCJEA_03908,ec_contig_18,57,1.78659,lplT,Lysophospholipid transporter LplT
BBFGCJEA_03302,ec_contig_17,137,1.78397,gcvP,Glycine dehydrogenase (decarboxylating)
BBFGCJEA_00417,ec_contig_7,37,1.78211,argB,Acetylglutamate kinase
BBFGCJEA_01633,ec_contig_16,16,1.78211,,hypothetical protein
BBFGCJEA_02190,ec_contig_16,47,1.78211,lpxK,Tetraacyldisaccharide 4'-kinase
BBFGCJEA_03533,ec_contig_17,41,1.78211,rsmI,Ribosomal RNA small subunit methyltransferase I
BBFGCJEA_04283,ec_contig_18,14,1.78211,eutM,Bacterial microcompartment shell protein EutM
BBFGCJEA_03947,ec_contig_18,65,1.7782,sdaB,L-serine dehydratase 2
BBFGCJEA_01637,ec_contig_16,33,1.77443,narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW
BBFGCJEA_01870,ec_contig_16,28,1.77306,,hypothetical protein
BBFGCJEA_02755,ec_contig_16,41,1.76978,mhpC,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
BBFGCJEA_03836,ec_contig_17,40,1.76947,ugpE,sn-glycerol-3-phosphate transport system permease protein UgpE
BBFGCJEA_01142,ec_contig_16,67,1.76704,dcm,DNA-cytosine methyltransferase
BBFGCJEA_01096,ec_contig_16,50,1.76696,yeeA,Inner membrane protein YeeA
BBFGCJEA_01404,ec_contig_16,43,1.76452,rhaS_3,HTH-type transcriptional activator RhaS
BBFGCJEA_03647,ec_contig_17,14,1.76411,fis,DNA-binding protein Fis
BBFGCJEA_01033,ec_contig_11,40,1.76322,alkA,DNA-3-methyladenine glycosylase 2
BBFGCJEA_02116,ec_contig_16,13,1.76274,,IS1 family transposase IS1D
BBFGCJEA_02904,ec_contig_16,19,1.75571,rcsF,Outer membrane lipoprotein RcsF
BBFGCJEA_01285,ec_contig_16,75,1.75536,pdeD,putative cyclic di-GMP phosphodiesterase PdeD
BBFGCJEA_00149,ec_contig_4,63,1.75426,paeA,Polyamine export protein
BBFGCJEA_03497,ec_contig_17,42,1.75231,yhaJ_2,HTH-type transcriptional regulator YhaJ
BBFGCJEA_01118,ec_contig_16,68,1.74904,yeeO,putative FMN/FAD exporter YeeO
BBFGCJEA_00489,ec_contig_7,44,1.74806,fabY,putative acyltransferase FabY
BBFGCJEA_01741,ec_contig_16,14,1.74647,,hypothetical protein
BBFGCJEA_02568,ec_contig_16,14,1.74647,,IS3 family transposase ISEc17
BBFGCJEA_03022,ec_contig_16,44,1.74251,leuO,HTH-type transcriptional regulator LeuO
BBFGCJEA_01807,ec_contig_16,35,1.73951,puuD,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
BBFGCJEA_01564,ec_contig_16,95,1.73769,dcp,Dipeptidyl carboxypeptidase
BBFGCJEA_01310,ec_contig_16,38,1.73641,nimR,HTH-type transcriptional regulator NimR
BBFGCJEA_02298,ec_contig_16,43,1.73597,rlmF,Ribosomal RNA large subunit methyltransferase F
BBFGCJEA_02341,ec_contig_16,32,1.73562,modB,Molybdenum transport system permease protein ModB
BBFGCJEA_04075,ec_contig_18,16,1.73562,,hypothetical protein
BBFGCJEA_00536,ec_contig_7,36,1.73394,tatC,Sec-independent protein translocase protein TatC
BBFGCJEA_01240,ec_contig_16,35,1.73261,znuC,Zinc import ATP-binding protein ZnuC
BBFGCJEA_03805,ec_contig_17,47,1.72954,rtcA,RNA 3'-terminal phosphate cyclase
BBFGCJEA_00054,ec_contig_15,46,1.72843,wecH,O-acetyltransferase WecH
BBFGCJEA_01358,ec_contig_16,41,1.72792,cho,Excinuclease cho
BBFGCJEA_02248,ec_contig_16,39,1.72523,potI,Putrescine transport system permease protein PotI
BBFGCJEA_03608,ec_contig_17,52,1.72523,yhcG,Putative nuclease YhcG
BBFGCJEA_04216,ec_contig_18,39,1.72523,sseA,3-mercaptopyruvate sulfurtransferase
BBFGCJEA_00679,ec_contig_7,56,1.7249,,hypothetical protein
BBFGCJEA_02273,ec_contig_16,42,1.72349,gsiD,Glutathione transport system permease protein GsiD
BBFGCJEA_03581,ec_contig_17,36,1.72066,mlaE,Intermembrane phospholipid transport system permease protein MlaE
BBFGCJEA_01066,ec_contig_11,19,1.71754,glf_2,UDP-galactopyranose mutase
BBFGCJEA_00664,ec_contig_7,15,1.71671,rnpA,Ribonuclease P protein component
BBFGCJEA_00493,ec_contig_7,36,1.71409,csqR,HTH-type transcriptional repressor CsqR
BBFGCJEA_03721,ec_contig_17,31,1.71114,gspO,Prepilin leader peptidase/N-methyltransferase
BBFGCJEA_02274,ec_contig_16,42,1.70664,gsiC,Glutathione transport system permease protein GsiC
BBFGCJEA_00582,ec_contig_7,57,1.70518,wzxE,Lipid III flippase
BBFGCJEA_00978,ec_contig_11,21,1.7011,yehR,putative lipoprotein YehR
BBFGCJEA_02551,ec_contig_16,21,1.7011,,hypothetical protein
BBFGCJEA_03896,ec_contig_18,6,1.7011,,hypothetical protein
BBFGCJEA_03597,ec_contig_17,106,1.69746,arcB,Aerobic respiration control sensor protein ArcB
BBFGCJEA_03709,ec_contig_17,37,1.69693,gspC,Putative type II secretion system protein C
